Price,Created_date,Phone,Engine,Gearbox,Mileage,Year,Color,Body_type,Fuel_type,Air_condition,Drive_type,Condition,Model,Location
1795000,26-05-2022,+880130 250 1001,14,AUTOMATIC,65000,2009,SILVER,MPV,PETROL,YES,RIGHT,USED,TOYOTA NOAH,DHAKA
2100000,26-05-2022,+880130 250 1001,14,AUTOMATIC,47221,2010,SILVER,MPV,PETROL,YES,RIGHT,USED,TOYOTA NOAH,DHAKA
1950000,26-05-2022,+880130 250 1001,14,AUTOMATIC,68325,2010,SILVER,MPV,PETROL,YES,RIGHT,USED,TOYOTA NOAH,DHAKA
3500000,26-05-2022,+880130 250 1001,2,AUTOMATIC,29816,2010,GREY,SEDAN,PETROL,YES,RIGHT,USED,MITSUBISHI LANCER,DHAKA
1800000,26-05-2022,+880130 250 1001,2,AUTOMATIC,29816,2013,SILVER,BUSES & VANS,GAS,YES,RIGHT,USED,TOYOTA HIACE,DHAKA
1395000,26-05-2022,+880130 250 1001,14,AUTOMATIC,55219,2012,BRONZE,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA AXIO,DHAKA
1460000,26-05-2022,+880130 250 1001,14,AUTOMATIC,59000,2012,WHITE,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA AXIO,DHAKA
1600000,26-05-2022,+880130 250 1001,15,AUTOMATIC,29816,2008,SILVER,SEDAN,GAS,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
3100000,26-05-2022,+880130 250 1001,18,AUTOMATIC,29816,2017,BLACK,SUV,HYBRID,YES,RIGHT,IMPORT,TOYOTA CH-R,DHAKA
1900000,26-05-2022,+880130 250 1001,15,AUTOMATIC,29816,2015,BLACK,SEDAN,HYBRID,YES,RIGHT,USED,TOYOTA AXIO,DHAKA
3200000,26-05-2022,+880130 250 1001,18,AUTOMATIC,29816,2017,GREEN,BUSES & VANS,HYBRID,YES,RIGHT,USED,TOYOTA NOAH,DHAKA
1200000,26-05-2022,+880130 250 1001,14,AUTOMATIC,29816,2006,BLUE,SEDAN,PETROL,YES,RIGHT,USED,NISSAN BLUEBIRD,DHAKA
1300000,26-05-2022,+880130 250 1001,15,AUTOMATIC,29816,2009,WHITE,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA AXIO,DHAKA
1350000,26-05-2022,+880130 250 1001,15,AUTOMATIC,29816,2010,SILVER,HATCHBACK & STATION WAGONS,GAS,YES,RIGHT,USED,TOYOTA FIELDER,DHAKA
1100000,26-05-2022,+880130 250 1001,15,AUTOMATIC,29816,2006,GREEN,SUV,GAS,YES,RIGHT,USED,TOYOTA RUSH,DHAKA
9300000,26-05-2022,+880130 250 1001,27,AUTOMATIC,29816,2005,BRONZE,4 WHEEL DRIVES & SUVS,PETROL,YES,RIGHT,USED,TOYOTA LAND CRUISER PRADO,DHAKA
2500000,26-05-2022,+880130 250 1001,35,AUTOMATIC,29816,2006,BLUE,SUV,PETROL,YES,RIGHT,USED,TOYOTA HARRIER,DHAKA
2700000,26-05-2022,+880130 250 1001,18,AUTOMATIC,29816,2017,BLACK,BUSES & VANS,HYBRID,YES,RIGHT,IMPORT,TOYOTA ESQUIRE,DHAKA
1385000,26-05-2022,+880130 250 1001,14,MANUAL,67800,2011,WHITE,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA AXIO,DHAKA
1375000,26-05-2022,+880130 250 1001,14,AUTOMATIC,61336,2011,WHITE,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA AXIO,DHAKA
2180000,26-05-2022,+880130 250 1001,14,AUTOMATIC,67016,2012,WHITE,SEDAN,GAS,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
3000000,29-05-2022,+880130 250 1001,2,AUTOMATIC,29816,2011,WHITE,4 WHEEL DRIVES & SUVS,PETROL,YES,RIGHT,USED,HONDA CR-V,DHAKA
2000000,29-05-2022,+880130 250 1001,15,AUTOMATIC,29816,2014,WHITE,SUV,HYBRID,YES,RIGHT,USED,HONDA VEZEL,DHAKA
13500000,29-05-2022,+880130 250 1001,14,AUTOMATIC,29816,2017,WHITE,4 WHEEL DRIVES & SUVS,PETROL,YES,RIGHT,IMPORT,LEXUS GX,DHAKA
2150000,29-05-2022,+880130 250 1001,14,AUTOMATIC,64000,2016,BLACK,4 WHEEL DRIVES & SUVS,PETROL,YES,RIGHT,USED,HONDA VEZEL,DHAKA
2030000,29-05-2022,+880130 250 1001,14,AUTOMATIC,67807,2011,BLUE,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
895000,29-05-2022,+880130 250 1001,14,AUTOMATIC,74000,2003,WHITE,SEDAN,GAS,YES,RIGHT,USED,TOYOTA COROLLA,DHAKA
1800000,29-05-2022,+880130 250 1001,14,AUTOMATIC,41325,2010,RED,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
9000000,30-05-2022,+880130 250 1001,14,AUTOMATIC,33000,2015,WHITE,4 WHEEL DRIVES & SUVS,PETROL,YES,RIGHT,USED,TOYOTA LAND CRUISER PRADO,DHAKA
9400000,30-05-2022,+880130 250 1001,14,AUTOMATIC,37200,2015,BLACK,4 WHEEL DRIVES & SUVS,PETROL,YES,RIGHT,USED,TOYOTA LAND CRUISER PRADO,DHAKA
1075000,30-05-2022,+880130 250 1001,14,AUTOMATIC,74700,2009,SILVER,HATCH,PETROL,YES,RIGHT,USED,MAZDA AXELA,DHAKA
1365000,30-05-2022,+880130 250 1001,14,AUTOMATIC,72000,2011,WHITE,SEDAN,GAS,YES,RIGHT,USED,TOYOTA AXIO,DHAKA
1720000,30-05-2022,+880130 250 1001,14,AUTOMATIC,44244,2014,BEIGE,SEDAN,GAS,YES,RIGHT,USED,TOYOTA AXIO,DHAKA
1885000,30-05-2022,+880130 250 1001,14,AUTOMATIC,39000,2015,BLACK,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA AXIO,DHAKA
2800000,30-05-2022,+880130 250 1001,18,AUTOMATIC,29816,2017,WHITE,SUV,HYBRID,YES,RIGHT,USED,TOYOTA CH-R,DHAKA
1850000,30-05-2022,+880130 250 1001,15,AUTOMATIC,29816,2010,SILVER,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
1500000,30-05-2022,+880130 250 1001,15,AUTOMATIC,29816,2012,SILVER,HATCHBACK & STATION WAGONS,GAS,YES,RIGHT,USED,TOYOTA FIELDER,DHAKA
1300000,30-05-2022,+880130 250 1001,15,AUTOMATIC,29816,2008,SILVER,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA AXIO,DHAKA
2900000,30-05-2022,+880130 250 1001,15,AUTOMATIC,29816,2016,MAROON,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
900000,30-05-2022,+880130 250 1001,15,AUTOMATIC,29816,2007,SILVER,SEDAN,PETROL,YES,RIGHT,USED,SUBARU IMPREZA,DHAKA
1200000,30-05-2022,+880130 250 1001,23,AUTOMATIC,29816,2006,RED,SUV,PETROL,YES,RIGHT,USED,MAZDA CX–7,DHAKA
3100000,30-05-2022,+880130 250 1001,15,AUTOMATIC,29816,2017,WHITE,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
4100000,30-05-2022,+880130 250 1001,2,AUTOMATIC,29816,2016,MAROON,SUV,GAS,YES,RIGHT,USED,HONDA CR-V,DHAKA
2250000,30-05-2022,+880130 250 1001,15,AUTOMATIC,29816,2014,BLACK,SEDAN,GAS,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
7000000,30-05-2022,+880130 250 1001,27,AUTOMATIC,29816,2012,BLACK,4 WHEEL DRIVES & SUVS,PETROL,YES,RIGHT,USED,TOYOTA LAND CRUISER PRADO,DHAKA
1200000,30-05-2022,+880130 250 1001,15,AUTOMATIC,29816,2012,WHITE,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA AXIO,DHAKA
950000,30-05-2022,+880130 250 1001,15,AUTOMATIC,29816,2004,WHITE,SEDAN,GAS,YES,RIGHT,USED,TOYOTA COROLLA,DHAKA
7200000,30-05-2022,+880130 250 1001,27,AUTOMATIC,29816,2011,BLUE,4 WHEEL DRIVES & SUVS,PETROL,YES,RIGHT,USED,TOYOTA LAND CRUISER PRADO,DHAKA
1400000,30-05-2022,+880130 250 1001,15,AUTOMATIC,29816,2005,SILVER,SEDAN,GAS,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
2190000,31-05-2022,+880130 250 1001,14,AUTOMATIC,52413,2011,RED,SEDAN,GAS,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
1100000,31-05-2022,+880130 250 1001,15,AUTOMATIC,29816,2005,WHITE,SEDAN,GAS,YES,RIGHT,USED,TOYOTA COROLLA,DHAKA
1900000,31-05-2022,+880130 250 1001,2,MANUAL,29816,2010,BLACK,BUSES & VANS,GAS,YES,RIGHT,USED,TOYOTA NOAH,DHAKA
1600000,31-05-2022,+880130 250 1001,15,AUTOMATIC,29816,2007,MAROON,SEDAN,GAS,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
2190000,31-05-2022,+880130 250 1001,14,AUTOMATIC,43000,2015,RED,4 WHEEL DRIVES & SUVS,HYBRID,YES,RIGHT,USED,HONDA VEZEL,DHAKA
1550000,31-05-2022,+880130 250 1001,15,AUTOMATIC,29816,2013,WHITE,SEDAN,GAS,YES,RIGHT,USED,TOYOTA AXIO,DHAKA
1100000,31-05-2022,+880130 250 1001,1,AUTOMATIC,29816,2010,BLACK,HATCHBACK,PETROL,YES,RIGHT,USED,TOYOTA IQ,DHAKA
2350000,31-05-2022,+880130 250 1001,14,MANUAL,38263,2016,WHITE,4 WHEEL DRIVES & SUVS,HYBRID,YES,RIGHT,USED,HONDA VEZEL,DHAKA
6200000,31-05-2022,+880130 250 1001,14,AUTOMATIC,29816,2009,WHITE,4 WHEEL DRIVES & SUVS,PETROL,YES,RIGHT,USED,TOYOTA LAND CRUISER PRADO,DHAKA
5200000,31-05-2022,+880130 250 1001,14,AUTOMATIC,29816,2015,WHITE,4 WHEEL DRIVES & SUVS,PETROL,YES,RIGHT,USED,TOYOTA HARRIER,DHAKA
2700000,31-05-2022,+880130 250 1001,2,AUTOMATIC,29816,2012,WHITE,4 WHEEL DRIVES & SUVS,GAS,YES,RIGHT,USED,HONDA CR-V,DHAKA
1595000,31-05-2022,+880130 250 1001,14,AUTOMATIC,60000,2013,WHITE,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA AXIO,DHAKA
1850000,31-05-2022,+880130 250 1001,2,MANUAL,29816,2009,SILVER,BUSES & VANS,GAS,YES,RIGHT,USED,TOYOTA NOAH,DHAKA
9300000,31-05-2022,+880130 250 1001,27,AUTOMATIC,29816,2015,GREEN,4 WHEEL DRIVES & SUVS,PETROL,YES,RIGHT,USED,TOYOTA PRADO,DHAKA
2840000,31-05-2022,+880130 250 1001,14,AUTOMATIC,42300,2017,BROWN,4 WHEEL DRIVES & SUVS,HYBRID,YES,RIGHT,USED,TOYOTA CH-R,DHAKA
1890000,31-05-2022,+880130 250 1001,14,AUTOMATIC,62300,2009,BLACK,PEOPLE MOVER,PETROL,YES,RIGHT,USED,TOYOTA NOAH,DHAKA
1100000,31-05-2022,+880130 250 1001,15,AUTOMATIC,29816,2004,WHITE,SEDAN,GAS,YES,RIGHT,USED,TOYOTA COROLLA,DHAKA
1270000,31-05-2022,+880130 250 1001,15,AUTOMATIC,29816,2009,SILVER,SEDAN,GAS,YES,RIGHT,USED,TOYOTA AXIO,DHAKA
1300000,31-05-2022,+880130 250 1001,15,AUTOMATIC,29816,2004,MAROON,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
1000000,31-05-2022,+880130 250 1001,15,AUTOMATIC,29816,2003,SILVER,SEDAN,GAS,YES,RIGHT,USED,TOYOTA COROLLA,DHAKA
8500000,31-05-2022,+880130 250 1001,27,AUTOMATIC,29816,2014,WHITE,4 WHEEL DRIVES & SUVS,PETROL,YES,RIGHT,USED,TOYOTA LAND CRUISER PRADO,DHAKA
1250000,31-05-2022,+880130 250 1001,15,AUTOMATIC,29816,2003,WHITE,SEDAN,GAS,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
2100000,31-05-2022,+880130 250 1001,14,AUTOMATIC,47221,2010,SILVER,PEOPLE MOVER,PETROL,YES,RIGHT,USED,TOYOTA NOAH,DHAKA
1950000,31-05-2022,+880130 250 1001,14,AUTOMATIC,68325,2010,SILVER,PEOPLE MOVER,PETROL,YES,RIGHT,USED,TOYOTA NOAH,DHAKA
2030000,31-05-2022,+880130 250 1001,14,AUTOMATIC,57000,2011,SILVER,PEOPLE MOVER,PETROL,YES,RIGHT,USED,TOYOTA NOAH,DHAKA
850000,31-05-2022,+880130 250 1001,14,AUTOMATIC,29816,-1,WHITE,SEDAN,GAS,YES,RIGHT,USED,TOYOTA COROLLA,DHAKA
1690000,31-05-2022,+880130 250 1001,14,MANUAL,70000,2015,WHITE,MPV,GAS,YES,RIGHT,USED,TOYOTA HIACE,DHAKA
1690000,31-05-2022,+880130 250 1001,14,AUTOMATIC,70000,2015,WHITE,MPV,GAS,YES,RIGHT,USED,TOYOTA HIACE,DHAKA
5000000,01-06-2022,+880130 250 1001,14,AUTOMATIC,15000,2012,SILVER,SEDAN,PETROL,YES,RIGHT,USED,MERCEDES-BENZ E200,DHAKA
1690000,01-06-2022,+880130 250 1001,14,AUTOMATIC,90000,2008,WHITE,SEDAN,GAS,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
1570000,01-06-2022,+880130 250 1001,14,AUTOMATIC,48600,2014,PURPLE,HATCH,HYBRID,YES,RIGHT,USED,TOYOTA FIELDER,DHAKA
1350000,01-06-2022,+880130 250 1001,14,AUTOMATIC,60469,2012,BLACK,4 WHEEL DRIVES & SUVS,PETROL,YES,RIGHT,USED,NISSAN JUKE,DHAKA
2850000,01-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2016,WHITE,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
1050000,01-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2004,BEIGE,SEDAN,GAS,YES,RIGHT,USED,TOYOTA COROLLA,DHAKA
1000000,01-06-2022,+880130 250 1001,2,AUTOMATIC,29816,2002,BLACK,BUSES & VANS,GAS,YES,RIGHT,USED,TOYOTA NOAH,DHAKA
1100000,01-06-2022,+880130 250 1001,2,AUTOMATIC,29816,2002,SILVER,BUSES & VANS,GAS,YES,RIGHT,USED,TOYOTA NOAH,DHAKA
2350000,01-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2013,BLUE,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
2500000,01-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2014,SILVER,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
2000000,01-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2017,BLUE,SEDAN,HYBRID,YES,RIGHT,USED,TOYOTA AXIO,DHAKA
1400000,01-06-2022,+880130 250 1001,15,MANUAL,29816,2010,SILVER,SEDAN,GAS,YES,RIGHT,USED,TOYOTA AXIO,DHAKA
1150000,01-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2002,SILVER,SEDAN,GAS,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
2270000,01-06-2022,+880130 250 1001,14,AUTOMATIC,65000,2013,GREY,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
2630000,02-06-2022,+880130 250 1001,14,AUTOMATIC,36410,2016,BLACK,PEOPLE MOVER,HYBRID,YES,RIGHT,USED,TOYOTA NOAH,DHAKA
2700000,02-06-2022,+880130 250 1001,14,AUTOMATIC,42610,2016,BLACK,PEOPLE MOVER,HYBRID,YES,RIGHT,USED,TOYOTA NOAH,DHAKA
3000000,02-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2017,WHITE,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
2000000,02-06-2022,+880130 250 1001,35,AUTOMATIC,29816,1999,BLACK,4 WHEEL DRIVES & SUVS,GAS,YES,RIGHT,USED,MITSUBISHI PAJERO,DHAKA
1400000,02-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2011,WHITE,HATCHBACK,PETROL,YES,RIGHT,USED,TOYOTA VITZ,DHAKA
2800000,02-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2015,WHITE,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
450000,02-06-2022,+880130 250 1001,15,AUTOMATIC,29816,1998,MAROON,SEDAN,GAS,YES,RIGHT,USED,HONDA CIVIC,DHAKA
1800000,02-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2011,GREEN,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
1400000,02-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2006,SILVER,SEDAN,GAS,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
4950000,02-06-2022,+880130 250 1001,2,AUTOMATIC,29816,2014,RED,4 WHEEL DRIVES & SUVS,PETROL,YES,RIGHT,USED,TOYOTA HARRIER,DHAKA
4950000,02-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2006,BLUE,SEDAN,GAS,YES,RIGHT,USED,TOYOTA COROLLA,DHAKA
5200000,02-06-2022,+880130 250 1001,14,AUTOMATIC,29816,2015,WHITE,4 WHEEL DRIVES & SUVS,PETROL,YES,RIGHT,USED,TOYOTA HARRIER,DHAKA
1875000,02-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2010,BLUE,SEDAN,GAS,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
1540000,05-06-2022,+880130 250 1001,14,AUTOMATIC,66000,2007,BLACK,SEDAN,GAS,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
1475000,05-06-2022,+880130 250 1001,14,AUTOMATIC,65214,2007,SILVER,SEDAN,GAS,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
2950000,06-06-2022,+880130 250 1001,14,AUTOMATIC,29816,2017,BLACK,SUV,PETROL,YES,RIGHT,USED,HONDA VEZEL,DHAKA
2950000,06-06-2022,+880130 250 1001,14,AUTOMATIC,29816,2017,BLUE,SUV,PETROL,YES,RIGHT,USED,HONDA VEZEL,DHAKA
3250000,06-06-2022,+880130 250 1001,14,AUTOMATIC,29816,2017,WHITE,SUV,PETROL,YES,RIGHT,USED,HONDA VEZEL,DHAKA
3250000,06-06-2022,+880130 250 1001,14,AUTOMATIC,29816,2017,RED,SUV,GAS,YES,RIGHT,USED,HONDA VEZEL,DHAKA
3150000,06-06-2022,+880130 250 1001,14,AUTOMATIC,29816,2017,BLACK,SUV,PETROL,YES,RIGHT,USED,HONDA VEZEL,DHAKA
1050000,06-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2004,BLACK,HATCHBACK & STATION WAGONS,PETROL,YES,RIGHT,USED,TOYOTA FIELDER,DHAKA
1075000,06-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2004,WHITE,SEDAN,GAS,YES,RIGHT,USED,TOYOTA COROLLA,DHAKA
1200000,06-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2007,SILVER,SALOON,GAS,YES,RIGHT,USED,TOYOTA AXIO,DHAKA
1700000,06-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2014,BLACK,SEDAN,HYBRID,YES,RIGHT,USED,TOYOTA FIELDER,CHITTAGONG
1800000,06-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2017,WHITE,HATCHBACK & STATION WAGONS,GAS,YES,RIGHT,USED,TOYOTA FIELDER,DHAKA
2200000,06-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2011,WHITE,BUSES & VANS,GAS,YES,RIGHT,USED,TOYOTA NOAH,DHAKA
1550000,06-06-2022,+880130 250 1001,14,AUTOMATIC,63264,2014,SILVER,SEDAN,HYBRID,YES,RIGHT,USED,TOYOTA AXIO,DHAKA
1650000,06-06-2022,+880130 250 1001,14,AUTOMATIC,52000,2014,WHITE,SEDAN,HYBRID,YES,RIGHT,USED,TOYOTA AXIO,DHAKA
3000000,06-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2017,WHITE,SUV,GAS,YES,RIGHT,USED,TOYOTA CH-R,DHAKA
2860000,06-06-2022,+880130 250 1001,14,AUTOMATIC,48500,2012,WHITE,4 WHEEL DRIVES & SUVS,PETROL,YES,RIGHT,USED,HONDA CR-V,DHAKA
2750000,06-06-2022,+880130 250 1001,14,AUTOMATIC,56980,2012,BLACK,4 WHEEL DRIVES & SUVS,PETROL,YES,RIGHT,USED,HONDA CR-V,DHAKA
4800000,06-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2018,BLACK,SUV,GAS,YES,RIGHT,USED,HONDA CR-V,DHAKA
2860000,06-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2016,RED,SEDAN,DIESEL,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
1480000,06-06-2022,+880130 250 1001,14,AUTOMATIC,65743,2006,WHITE,SEDAN,GAS,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
1045000,06-06-2022,+880130 250 1001,14,AUTOMATIC,10000,2002,BLACK,PEOPLE MOVER,GAS,YES,RIGHT,USED,TOYOTA NOAH,DHAKA
1900000,06-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2015,BLACK,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA AXIO,DHAKA
1080000,06-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2002,SILVER,SEDAN,GAS,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
2900000,06-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2011,RED,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
2200000,06-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2015,SILVER,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA AXIO,DHAKA
2000000,06-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2010,RED,SEDAN,GAS,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
1475000,08-06-2022,+880130 250 1001,14,AUTOMATIC,55050,2012,WHITE,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA AXIO,DHAKA
2970000,08-06-2022,+880130 250 1001,14,AUTOMATIC,58000,2017,WHITE,4 WHEEL DRIVES & SUVS,HYBRID,YES,RIGHT,IMPORT,HONDA VEZEL,DHAKA
1300000,08-06-2022,+880130 250 1001,14,AUTOMATIC,58159,2010,SILVER,SEDAN,GAS,YES,RIGHT,USED,TOYOTA AXIO,DHAKA
2900000,08-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2016,WHITE,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
2400000,08-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2015,GREY,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA PREMIO,CHATTAGAM
1900000,08-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2017,WHITE,WAGON,HYBRID,YES,RIGHT,USED,TOYOTA FIELDER,DHAKA
1900000,08-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2012,WHITE,SEDAN,GAS,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
1380000,08-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2005,WHITE,SEDAN,GAS,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
2400000,08-06-2022,+880130 250 1001,15,MANUAL,29816,2013,RED,SEDAN,GAS,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
3170000,08-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2017,BLUE,SUV,GAS,YES,RIGHT,USED,TOYOTA CH-R,DHAKA
2300000,08-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2012,BLACK,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
1700000,08-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2008,SILVER,SEDAN,GAS,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
2400000,08-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2014,SILVER,SEDAN,GAS,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
1220000,08-06-2022,+880130 250 1001,14,AUTOMATIC,131020,2006,SILVER,SEDAN,GAS,YES,RIGHT,USED,TOYOTA COROLLA,DHAKA
1585000,08-06-2022,+880130 250 1001,14,AUTOMATIC,75000,2007,BLACK,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
2320000,08-06-2022,+880130 250 1001,14,AUTOMATIC,61200,2017,SILVER,SEDAN,PETROL,YES,RIGHT,IMPORT,TOYOTA AXIO,DHAKA
1290000,08-06-2022,+880130 250 1001,14,AUTOMATIC,85000,2010,SILVER,SEDAN,GAS,YES,RIGHT,USED,TOYOTA AXIO,DHAKA
6590000,08-06-2022,+880130 250 1001,2,AUTOMATIC,24000,2017,BLACK,4 WHEEL DRIVES & SUVS,PETROL,YES,RIGHT,USED,TOYOTA HARRIER,DHAKA
1110000,08-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2002,SILVER,SEDAN,GAS,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
1320000,08-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2004,MAROON,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
2200000,08-06-2022,+880130 250 1001,2,AUTOMATIC,29816,2012,WHITE,VAN,PETROL,YES,RIGHT,USED,TOYOTA NOAH,DHAKA
1750000,08-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2014,WHITE,HATCHBACK & STATION WAGONS,GAS,YES,RIGHT,USED,TOYOTA FIELDER,DHAKA
3300000,08-06-2022,+880130 250 1001,2,AUTOMATIC,29816,2016,BLACK,4 WHEEL DRIVES & SUVS,DIESEL,YES,RIGHT,USED,HYUNDAI TUCSON,DHAKA
3300000,08-06-2022,+880130 250 1001,2,AUTOMATIC,29816,-1,WHITE,4 WHEEL DRIVES & SUVS,PETROL,YES,RIGHT,USED,HAVAL H6,DHAKA
1500000,08-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2011,SILVER,SEDAN,GAS,YES,RIGHT,USED,TOYOTA AXIO,DHAKA
1900000,08-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2017,SILVER,HATCHBACK & STATION WAGONS,HYBRID,YES,RIGHT,USED,TOYOTA FIELDER,DHAKA
3100000,08-06-2022,+880130 250 1001,27,AUTOMATIC,29816,2004,BLACK,4 WHEEL DRIVES & SUVS,PETROL,YES,RIGHT,USED,TOYOTA PRADO,DHAKA
1450000,08-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2011,WHITE,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA AXIO,DHAKA
1400000,08-06-2022,+880130 250 1001,2,AUTOMATIC,29816,2002,BLACK,HATCHBACK & STATION WAGONS,PETROL,YES,RIGHT,USED,TOYOTA CALDINA,DHAKA
1300000,08-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2010,SILVER,HATCHBACK & STATION WAGONS,PETROL,YES,RIGHT,USED,TOYOTA AXIO,DHAKA
1500000,08-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2013,BLACK,BUSES & VANS,PETROL,YES,RIGHT,USED,TOYOTA SIENTA,DHAKA
1425000,08-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2007,WHITE,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
1600000,08-06-2022,+880130 250 1001,15,AUTOMATIC,29816,2007,RED,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
