web-scraper-order,web-scraper-start-url,container,container-href,Price,Created_date,Phone,Engine,Gearbox,Mileage,Year,Color,Body_type,Fuel_type,Air_condition,Drive_type,Condition,Model,Location
"1667575519-4799","https://www.garirbazar.com/buy-cars","132009 Toyota PremioDhakaPriceBDT 1,750,000Mileage95,000 kmN/A (Gas)AutomaticModel Name: Toyota premio

Model Year:  2009   Reg Year: 2012

Serial  GA-33 ,  Color:maroon

Engine  VVT-I ,  Engine capacity--: 1500 CC     

Fuel Type:  Octane & CNG(60Ltr)

Transmission:  Automatic, Windows: Automatic

Price-----------:  1750000

Push Start, Soft Toch AC, HID Head light, Wooden panel.  

•	TV Back Camera, Fresh interior, Optical meter.

•	Air Condition Super Cool.

GULSHAN LINK ROADPosted 4 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-premio-dhaka-dhaka-5599","BDT 1,750,000","July 19","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage95,000 km","Year2009","ColorRed","Body TypeSedan","Fuel TypeGas","Air ConYes","Drive TypeRight","ConditionUsed","Toyota Premio","Dhaka"
"1667575521-4800","https://www.garirbazar.com/buy-cars","92006 Toyota PremioDhakaPriceBDT 1,500,000Mileage82,846 kmN/A (Gas)AutomaticToyota Premio 2006

Condition : Supper Fresh Condition (Used)

***Low Mileage***Good Looking***

Price : 15,00,000 Tk (আলোচনা সাপেক্ষে)

Manufacturer : Toyota

Series : Premio

Model : 2006

Registration : 2009

Serial : Dhaka Metro GA 27-0420

Engine Capacity : 1500 Cc

Transmission : Automatic

Fuel System : Octane, CNG

Mileage : 82,846 Km

Body Type : Saloon

Color : Silver

Others : Key Start, Ice Cool Ac, FHD Player, Back Camera & Etc.

BANANIPosted 4 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-premio-dhaka-dhaka-5600","BDT 1,500,000","July 19","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage82,846 km","Year2006","ColorSilver","Body TypeSedan","Fuel TypeGas","Air ConYes","Drive TypeRight","ConditionUsed","Toyota Premio","Dhaka"
"1667575523-4801","https://www.garirbazar.com/buy-cars","132010 Mitsubishi PajeroDhakaPriceBDT 5,700,000N/A (Petrol)AutomaticMitsubishi Pajero 2010 V93 diesel up for sell

Model : 2010
Registration : 2011
CC : 3200 CC
Fuel system : Diesel
transmission : Automatic


🚙 Rockford Sound System
🚙 Sunroof, 
🚙 Power Seats, 
🚙 All Option Auto, 
🚙 4WD, 
🚙 7 Seat, 
🚙 Black Soft Leather Seat, 
🚙 Wood Trimmed Interior, 
🚙 Cruise Control, 
🚙 HID Projection Headlight with Fog 
      Light,
🚙 Dual Zone Climate Control. 
🚙 Rear A/C Vents, 
🚙 ABS, 
🚙 Anti-Theft Device, 
🚙 Chrome finished Side looking Mirrors, 
🚙 Chrome Door Handles
🚙 Stock Factory Paint,
🚙 Privacy Glass & Many More Options. 

Location : Gulshan 2Posted 4 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-mitsubishi-pajero-dhaka-dhaka-5601","BDT 5,700,000","July 19","+880130 250 1001","EngineN/A","GearboxAutomatic","Year2010","ColorSilver","Body Type4 Wheel Drives & SUVs","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionUsed","null","Mitsubishi Pajero","Dhaka"
"1667575526-4802","https://www.garirbazar.com/buy-cars","202014 Honda VezelDhakaPriceBDT 2,120,000Mileage45,000 kmN/A (Petrol)AutomaticHonda Vezel No Hybrid Octane 2014

Condition Very very good -

non hybrid 

first hand owner, 

no accident history 

low mileage 

Manufacturer : Honda

Series : Vezel Z PKG 

  super fresh condition, 

Model :2014

Registration :2017

Displacement : 1500 cc 

Transmission : Automatic with OD

Color : white pal 100% original colour

Fuel System : Octane drive only  

Options  :  Push Start, idol Stop

DVD player Back Camera excellent AC, Cd, Tilt Power Steering, Disk Brake, Power Windows & Mirror, 4 ABS, 2 Airbag,  

Central , Tempered Glass,Alloy Rim With New Tyre, All Power & Full Option,Tv navigation Back Camera, no accident history

All Papers R Up to date 2023

UTTARA BRTAPosted 4 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-honda-vezel-dhaka-dhaka-5602","BDT 2,120,000","July 19","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage45,000 km","Year2014","ColorWhite","Body Type4 Wheel Drives & SUVs","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionUsed","Honda Vezel","Dhaka"
"1667575528-4803","https://www.garirbazar.com/buy-cars","122010 Toyota PremioDhakaPriceBDT 1,920,000Mileage47,416 kmN/A (Petrol)Automatic• Model Name : Toyota Premio F 

• Model Year : 2010

• Registration Year : 2013

• Serial : D.M-GA-35

• Engine Type : VVTi

• Engine Capacity : 1500 CC

• Transmission : Automatic

• Color : Red Wine

• Fuel System : Octane

• Kilometers Run: 47,416 KM

• Fitness Expiry Date: 06/06/2024

• Tax Token Expiry Date: 22/07/2023

______𝙊𝙋𝙏𝙄𝙊𝙉𝙎______

# Push start.

# Out Looking Fresh, Fresh Interior.

# Wooden Panel & Wooden Steering.

# Soft Touch Air Condition Panel.

# Built in DVD+TV Navigation Camera.

# HID Head Light. FOG LAMPS.

# Excellent AC Performance.

# EBD, 2 Air Bag, 4 ABS, Disk Brake. 

# Tilt Power Steering. 

# Power Windows & Mirror.5

# Central Lock, UVS & Tempered Glass.

# Alloy Rims With Fresh Tyre

First Party Used Car.  Very Limited Used.  well maintained

𝙉𝙤 𝙣𝙚𝙚𝙙 𝙩𝙤 𝙙𝙤 𝙖𝙣𝙮 𝙬𝙤𝙧𝙠. 𝙅𝙪𝙨𝙩 𝘽𝙪𝙮 𝙖𝙣𝙙 𝘿𝙧𝙞𝙫𝙚.

𝙉𝙤 𝙖𝙣𝙮 𝙖𝙘𝙘𝙞𝙙𝙚𝙣𝙩 𝙝𝙞𝙨𝙩𝙤𝙧𝙮.

𝙉𝙖𝙢𝙚 𝙘𝙖𝙣 𝙗𝙚 𝙩𝙧𝙖𝙣𝙨𝙛𝙚𝙧𝙧𝙚𝙙 𝙖𝙣𝙮 𝙩𝙞𝙢𝙚;

CHAIRMANBARI BANANIPosted 4 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-premio-dhaka-dhaka-5603","BDT 1,920,000","July 19","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage47,416 km","Year2010","ColorRed","Body TypeSedan","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionUsed","Toyota Premio","Dhaka"
"1667575531-4804","https://www.garirbazar.com/buy-cars","142004 Toyota CorollaDhakaPriceBDT 1,015,000Mileage85,000 kmN/A (Gas)Automatic
TOYOTA X COROLLA 2004

1500cc.

১.ফুয়েল টাইপঃ পেট্রোল, অক্টেন,সি এন জি 

২.গাড়িটির ট্রান্সমিশন টাইপঃ অটোমেটিক। 

৩.বডি টাইপ সেলুন। 

৪.রেজিষ্ট্রেশন সাল ২০০৮।

গাড়ির ৪ টি চাকাই নতুন। আসা করি সামনের এক বছর হাত দিতে হবে না। 

গাড়ি একদম ফ্রেস।

UTTARAPosted 4 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-corolla-dhaka-dhaka-5604","BDT 1,015,000","July 19","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage85,000 km","Year2004","ColorWhite","Body TypeSedan","Fuel TypeGas","Air ConYes","Drive TypeRight","ConditionUsed","Toyota Corolla","Dhaka"
"1667575533-4805","https://www.garirbazar.com/buy-cars","172016 Honda VezelDhakaPriceBDT 2,255,000Mileage49,000 kmN/A (Petrol)Automatic**PERSONAL USE**

**PUSH START**

**SUNROOF**

Ref : 1503

Manufacturer :- Honda

Condition :- EXCELENT

Car Name :- HONDA- VEZEL

Model :- 2016

Reg:- 2016

Serial No :- 15

Engine Capacity :- 1500

Transmission :- Automatic

Color :- BLACK

Fuel System :- Octane

TAX-UP-TO-DATE & FITNESS-UP-TO-DATE

Option: Full Option All Auto, Central Lock, Auto Key Door Lock & Unlock System , Excellent Built In AC, Tempered Glass, Good Tire, ABS, Etc. [100% No Accident History & Any time Name transfer Possible]

BARIDHARAPosted 4 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-honda-vezel-dhaka-dhaka-5605","BDT 2,255,000","July 19","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage49,000 km","Year2016","ColorBlack","Body Type4 Wheel Drives & SUVs","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionUsed","Honda Vezel","Dhaka"
"1667575536-4806","https://www.garirbazar.com/buy-cars","132017 Toyota Land Cruiser PradoDhakaPriceBDT 11,000,000N/A (Petrol)AutomaticToyota Prado Land Cruiser TX+ 2017

শুধুমাত্র প্রি অর্ডার করা হয়

হোলসেল প্রাইস :-1.10

ডেলিভারি  টাইম 30 দিন থেকে 45 দিনের মধ্যে হ্যান্ডওভার পাবেন

আমাদের সার্ভিস সমূহঃ

1.গ্যারান্টেড ব্যাংক লোন

2. ৫ বছর সম্পূর্ণ সার্ভিসিং

3. ১২ ঘন্টা কাস্টমার কেয়ার

4. ১ দিনে দ্রুত গতির বি.আর.টি.এ রেজিস্ট্রেশন

5. কোয়ালিটি এবং পয়েন্ট চেকিং

6. সরাসরি নিজের গাড়ি দেখে কেনার সুযোগ

7. কার টিপস এবং রিভিউ

8.জাপান বাজার থেকে সরাসরি গাড়ি কিনার সুবিধা

RAMNAPosted 4 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-land-cruiser-prado-dhaka-dhaka-5606","BDT 11,000,000","July 19","+880130 250 1001","EngineN/A","GearboxAutomatic","Year2017","ColorBlack","Body Type4 Wheel Drives & SUVs","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionImport","null","Toyota Land Cruiser Prado","Dhaka"
"1667575538-4807","https://www.garirbazar.com/buy-cars","122017 Toyota Land Cruiser PradoDhakaPriceBDT 11,000,000Mileage25,421 kmN/A (Petrol)Automaticশুধুমাত্র প্রি অর্ডার করা হয়

হোলসেল প্রাইস :-1.10

ডেলিভারি  টাইম 30 দিন থেকে 45 দিনের মধ্যে হ্যান্ডওভার পাবেন

আমাদের সার্ভিস সমূহঃ

1.গ্যারান্টেড ব্যাংক লোন

2. ৫ বছর সম্পূর্ণ সার্ভিসিং

3. ১২ ঘন্টা কাস্টমার কেয়ার

4. ১ দিনে দ্রুত গতির বি.আর.টি.এ রেজিস্ট্রেশন

5. কোয়ালিটি এবং পয়েন্ট চেকিং

6. সরাসরি নিজের গাড়ি দেখে কেনার সুযোগ

7. কার টিপস এবং রিভিউ

8.জাপান বাজার থেকে সরাসরি গাড়ি কিনার সুবিধা

RAMNAPosted 4 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-land-cruiser-prado-dhaka-dhaka-5607","BDT 11,000,000","July 19","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage25,421 km","Year2017","ColorWhite","Body Type4 Wheel Drives & SUVs","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionUsed","Toyota Land Cruiser Prado","Dhaka"
"1667575542-4808","https://www.garirbazar.com/buy-cars","72018 Toyota HarrierDhakaPriceBDT 5,960,000Mileage26,000 kmN/A (Petrol)ManualTOYOTA HARRIER 

Package: NEW SHAPE 

Color: BLACK/ NO SUNROOF 

Details :

1.Push Start

2.BLACK Interior 

3.Leather Seats

4.Door 5

5..Led Light

6.All Windows Auto

7.DVD Player

8.Back Camera TV Navigation

10.Premium Alloy

12.Rain Shade

13.Power Mirror

14.Black/ Chocolate Color Dashboard with Seat

15.Soft Touch A/C

16.Windows Auto

17.Smart Tools sets ETC

BARIDHARAPosted 4 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-harrier-dhaka-dhaka-5608","BDT 5,960,000","July 19","+880130 250 1001","EngineN/A","GearboxManual","Mileage26,000 km","Year2018","ColorBlack","Body Type4 Wheel Drives & SUVs","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionUsed","Toyota Harrier","Dhaka"
"1667575544-4809","https://www.garirbazar.com/buy-cars","32003 Toyota CorollaDhakaPriceNEGOTIABLEN/A (Other)AutomaticTax token paid till 18 October 2020
Fitness payment till 13 October 2020
Location - Segun bagicha 
1500 cc with no accidental history.
Price is negotiable.Posted 4 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-corolla-dhaka-dhaka-5609","NEGOTIABLE","July 19","+880130 250 1001","EngineN/A","GearboxAutomatic","Year2003","ColorSilver","Body TypeSaloon","Fuel TypeOther","Air ConYes","Drive TypeRight","ConditionUsed","null","Toyota Corolla","Dhaka"
"1667575546-4810","https://www.garirbazar.com/buy-cars","102016 Toyota NoahDhakaPriceBDT 3,070,000Mileage53,385 kmN/A (Petrol)AutomaticToyota Noah X Pearl 2016 Non-Hybrid

Projection Head Light, Key Start, Two Door Power, Spoiler, Eight Seats, Fog Light, Privacy Glass, Rear Wiper, Japanese Original Alloy Rim , Rain Shield, Power Side Mirror, Power Window, 9” original Monitor, DVD Back Camera, Power Mirror, Power Window, Winker Mirror, Front Camera,

BARIDHARAPosted 4 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-noah-dhaka-dhaka-5610","BDT 3,070,000","July 20","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage53,385 km","Year2016","ColorWhite","Body TypePeople mover","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionImport","Toyota Noah","Dhaka"
"1667575549-4811","https://www.garirbazar.com/buy-cars","92001 Toyota CarinaDhakaPriceBDT 750,000Mileage95,000 kmN/A (Gas)Automatic🌍 Brand : Toyota

🚗 Model :Carina

🚗 Edition : Ti

🚗 Owner Type : Private

🔢 Serial : 14

🌡️ AC : Super Cool 🌬️

🛋️ Seat : 05

⛽ Weight KG : Unladen 1130, Laden 1405

⛽ Hire : No

⛽ Wheel Base : 2430

🧫 Color : White

🚗 Year of Model : 2001

🚗 Registration Year : 2004

🚗 Condition : Personal Used

🚗 Transmission : Auto

🚗 Body Type : Full Fresh

⛽ Fuel Type : Petrol, CNG

🚗 Engine Capacity : 1500 CC

🚗 Tyre Size : 175/70R14

🛣️ Kilometres Run :90k kilo

🏪 Fitness Date : 30/05/2024

🏪 Token Date: 26/06/2023

🏪 First party, Smart Card

⛽ Issuing Authority : Mirpur BRTA

✅ No need of any dent or paint work.

✅ The car was driven by owner only & maintained with original parts.

✅ 100% just buy and drive condition like a recondition unit.

⛔ গাড়ির কোন খোলা কাটা ও এক্সিডেন্ট নাই।

MIRPUR BRTAPosted 4 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-carina-dhaka-dhaka-5611","BDT 750,000","July 20","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage95,000 km","Year2001","ColorWhite","Body TypeSedan","Fuel TypeGas","Air ConYes","Drive TypeRight","ConditionUsed","Toyota Carina","Dhaka"
"1667575552-4812","https://www.garirbazar.com/buy-cars","102005 Toyota RAV4DhakaPriceBDT 1,360,000Mileage83,000 kmN/A (Gas)AutomaticToyota Rav4 J

Model 2005

Registration 2011

CC: 2000

Papers up to date

Octane & CNG driven

1GFE stock engine

16"" rims with. 

Family used car. 

Super fresh condition. 

No accident history. 

Color: Black. 

Millage 83000 km.

BARIDHARAPosted 4 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-rav4-dhaka-dhaka-5612","BDT 1,360,000","July 20","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage83,000 km","Year2005","ColorBlack","Body Type4 Wheel Drives & SUVs","Fuel TypeGas","Air ConYes","Drive TypeRight","ConditionUsed","Toyota RAV4","Dhaka"
"1667575554-4813","https://www.garirbazar.com/buy-cars","102009 Toyota PremioDhakaPriceBDT 1,860,000Mileage69,137 kmN/A (Petrol)AutomaticToyota Premio F, Model - 2009.

Registration - 2013, Colour - Black, Interior Beige/Biscuit colour, 1st party owner, Original Colour, Front & Rear glass Original, Octen drive only,  Push start, Hid Headlight, Wooden panel, Optical meter, Soft touch Ac, Winker mirror, ABS Braking System, Airbag, Armrest, Alloyrims with Fresh tyre, Central lock, All options Automatic. 

No Need Any single work,No Accident history. 

paper up-to-date. 

BARIDHARAPosted 4 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-premio-dhaka-dhaka-5613","BDT 1,860,000","July 20","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage69,137 km","Year2009","ColorBlack","Body TypeSedan","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionUsed","Toyota Premio","Dhaka"
"1667575556-4814","https://www.garirbazar.com/buy-cars","142012 Toyota AxioDhakaPriceBDT 1,520,000Mileage68,980 kmN/A (Gas)AutomaticToyota Axio 

Model: 2012 

Registration: 2016 

 Interior Color: Black 

Number Plate Serial: 34 

cc: 1500 

Display Transmission: Automatic 

Fuel System: Octane + CNG

Options: Key Start / All Options Auto / DVD Player & Back Camera / HID Headlight / Disc Brake / Power Windows & Mirror / ABS / Airbag / Central Lock / Tempered Glass / Alloy Rim With New Tires / All Papers Up To Date, Note:

BANANIPosted 4 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-axio-dhaka-dhaka-5614","BDT 1,520,000","July 20","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage68,980 km","Year2012","ColorBronze","Body TypeSedan","Fuel TypeGas","Air ConYes","Drive TypeRight","ConditionUsed","Toyota Axio","Dhaka"
"1667575559-4815","https://www.garirbazar.com/buy-cars","32004 Toyota CorollaDhakaPriceBDT 890,000N/A (Gas)Automatic- বিক্রি হবে আরজেন্ট।
- X corolla
- model= 2004
- Reg= 2008
- 890000tk only.আলোচনা সাপেক্ষে।
-  আরজেন্ট টাকার দরকার তাই বিক্রি করা হবে, ইন্জিন নতুন ১মাস বয়স, গাড়িতে কোন কাজ নেই,পারসোনাল কাজে ব্যবহার হয়ছে,শুধু আগ্রহীরা যোগাযোগ করবেন।
- আহমেদ নগর, পাইকপাড়া, মিরপুর ১Posted 4 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-corolla-dhaka-dhaka-5615","BDT 890,000","July 21","+880130 250 1001","EngineN/A","GearboxAutomatic","Year2004","ColorSilver","Body TypeSedan","Fuel TypeGas","Air ConYes","Drive TypeRight","ConditionUsed","null","Toyota Corolla","Dhaka"
"1667575561-4816","https://www.garirbazar.com/buy-cars","82003 Toyota CorollaDhakaPriceBDT 880,000N/A (Gas)AutomaticFamily use only
Model 2003
Registration 2005
Paper update 2023 April 
Super cool ac
Paper update
Name transfer possible any time
Octain and cng
1500cc
Buy and drive
Not a single work
Mobile-[hidden information] 
Location# Murgitola Mor Katherpul , Sutrapur, Dhaka-1100Posted 4 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-corolla-dhaka-dhaka-5616","BDT 880,000","July 21","+880130 250 1001","EngineN/A","GearboxAutomatic","Year2003","ColorSilver","Body TypeSedan","Fuel TypeGas","Air ConYes","Drive TypeRight","ConditionUsed","null","Toyota Corolla","Dhaka"
"1667575564-4817","https://www.garirbazar.com/buy-cars","132011 Toyota PremioDhakaPriceBDT 2,150,000Mileage56,980 kmN/A (Petrol)AutomaticToyota Premio 

Manufacture: Japan 

Series: Premio 

Model: 2011

Registration: 2013

Engine capacity: 1500 CC

Engine : V V T I

Mileage: 56980KM

Serial: 35

Colour: Black

Fuel system:  Octane & CNG

Transmission: automatic

Options: Full fresh Condition, no accident history, papers up-to-date, wooden panel, Push start, soft touch-AC, multimedia monitor, Back Camera navigation

There are many more options.

CHAIRMAN BARI, BANANIPosted 4 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-premio-dhaka-dhaka-5617","BDT 2,150,000","July 21","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage56,980 km","Year2011","ColorBlack","Body TypeSedan","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionUsed","Toyota Premio","Dhaka"
"1667575566-4818","https://www.garirbazar.com/buy-cars","202005 Toyota CorollaDhakaPriceBDT 1,150,000Mileage77,630 kmN/A (Gas)Automatic Condition: Super Fresh

                ★★Manufacturer ★★

                Car name : Toyota G Corolla 

                Model :2005

                Reg year :2009

                Serial : 23

                Engin capacity : vvt-i

                Colour : Golden beige

                Fuel system : Octane & cng

          

               Kilometers km :  77630

  

                soft A/C,  DVD Back Camera H I D  head light,fock light

                Tair/ rim is good condition. 

                -""Family used car

         Description:  All original no need any dent paint family used original conditions.

            

        Options: Japanies Sound Sestem,  Japanies fitting ,wooden interiour, key Start,Excellent AC, Biscuit Interior, Electric Power Steering, 2 Disk Brake, Power Windows & Mirror, 4 ABS, 2 Airbag, Central Lock, Tempered Glass, Alloy Rim, All Power, All Papers R UP to Date.

BANANI CHAIRMAN BARIPosted 4 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-corolla-dhaka-dhaka-5618","BDT 1,150,000","July 21","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage77,630 km","Year2005","ColorBeige","Body TypeSedan","Fuel TypeGas","Air ConYes","Drive TypeRight","ConditionUsed","Toyota Corolla","Dhaka"
"1667575569-4819","https://www.garirbazar.com/buy-cars","102005 Toyota RAV4DhakaPriceBDT 1,285,000Mileage72,000 kmN/A (Gas)Automatic**Papers Failed ache **

**Papers Failed Obostai Nile Ei Price***

***Papers Update Kore Dile Papers er Taka Include Hobe***

Ref : 1559

Manufacturer :- TOYOTA

Condition :- EXCELENT

Car Name :- TOYOTA RAV4

Model :- 2005

Reg:- 2010

Serial No :- 13

Engine Capacity :- 1800

Transmission :- Automatic

Color :- PEARL

Fuel System :- OCTANE+CNG

TAX-22-JUN-2018 & FITNESS-21-06-2011

Option: Full Option All Auto, Central Lock, Auto Key Door Lock & Unlock System , Excellent Built In AC, Tempered Glass, Good Tire, ABS, Etc. [100% No Accident History & Any time Name transfer Possible] For more information feel free to call.. Thank you..

BARIDHARAPosted 4 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-rav4-dhaka-dhaka-5619","BDT 1,285,000","July 21","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage72,000 km","Year2005","ColorWhite","Body Type4 Wheel Drives & SUVs","Fuel TypeGas","Air ConYes","Drive TypeRight","ConditionUsed","Toyota RAV4","Dhaka"
"1667575572-4820","https://www.garirbazar.com/buy-cars","132005 Toyota HarrierDhakaPriceBDT 2,330,000Mileage72,000 kmN/A (Petrol)Manual★CAR NAME :Toyota Harrier

★MODEL       :2005

★REG.YEAR  :2007

★SERIAL       :11

★MILEAGE   :72000

★COLOUR    :Black

★FUEL          :Octane 

★ENGINE     :2400

♠CONDITION SUPER FRESH, সামনেও পিছনের সবগুলো গ্লাস অরজিনিয়াল। প্রথম মালিক, স্মার্ট কার্ড। কোন প্রকারের খোলা কাটা নেই, কোন প্রকারের কাজ করতে হবে না। 100% অরিজিনাল কালার।

♦ Key start, বিস্কিট কালার ইন্টেরিয়র,Air condition is super cool, Power steering, Disc brake, Power windows and looking glass, 4 ABS,2 Airbag. Central lock, Temperature glass, Alloy rim with new condition tyre,Auto Gear,and full option.

All papers up to date:

UTTARAPosted 4 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-harrier-dhaka-dhaka-5620","BDT 2,330,000","July 21","+880130 250 1001","EngineN/A","GearboxManual","Mileage72,000 km","Year2005","ColorBlack","Body Type4 Wheel Drives & SUVs","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionUsed","Toyota Harrier","Dhaka"
"1667575574-4821","https://www.garirbazar.com/buy-cars","182011 Toyota AxioDhakaPriceBDT 1,480,000Mileage76,000 kmN/A (Gas)AutomaticManufacturer : Toyota Corporation, Japan

•Condition : Super Fresh Condition .

Series : Axio G,

•Model : 2011,

•Registration : 2016,

•Mileage : 76000 km.(original mileage)

•Engine : V V T-I .

Transmission : Automatic

•Serial : 22-,

•Engine Capacity : 1500 cc .

•Color : WHITE PERAL,

•Fuel System : Octane/Cng,

Options :

First party Family used.kye Start.

Out Looking Fresh.

Excellent AC ,

Engine condition Suspension is also good.

Fully Auto and loaded.

Built in DVD+TV Navigation Camera.

EBD, 2 Air Bag, 4 ABS, Disk Brake.

HID Head Light  . Fog Lamps.

Anti Theft Security System.

Tilt Power Steering.

Power Windows & Mirror.

Central Lock, UVS & Tempered Glass.

Original Japanese Toyota Rim With Tyre.

All Power & Full Option,

No any accidental history.

All Papers up-to date,,,,

Tax Token 15-02-2023

Fitenss 15-03-2023

UTTARAPosted 3 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-axio-dhaka-dhaka-5621","BDT 1,480,000","July 24","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage76,000 km","Year2011","ColorWhite","Body TypeSedan","Fuel TypeGas","Air ConYes","Drive TypeRight","ConditionUsed","Toyota Axio","Dhaka"
"1667575576-4822","https://www.garirbazar.com/buy-cars","122019 Lexus RX 300DhakaPriceBDT 14,200,000Mileage9,000 kmN/A (Petrol)AutomaticLexus RX300 2019Posted 3 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-lexus-rx-300-dhaka-dhaka-5622","BDT 14,200,000","July 24","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage9,000 km","Year2019","ColorBlack","Body Type4 Wheel Drives & SUVs","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionImport","Lexus RX 300","Dhaka"
"1667575579-4823","https://www.garirbazar.com/buy-cars","102012 Toyota AllionDhakaPriceBDT 1,970,000Mileage67,543 kmN/A (Petrol)Automatic. Manufacturer : Toyota M.Corp. Japan

• Brand : TOYOTA

• Model Name : ALLION 

• Model Year : 2012

• Registration : 2016

• Serial : D.M-GA -20

• Engine Type : VVTI

• Engine Capacity : 1500 CC

• Transmission : Automatic

• Color : WHITE

• Fuel System : Octane 

• Mileage: 55432_ KM

_____Options______

# KEY Start.

# Excellent AC Performance.

# Fully Auto and loaded,

# Out Looking Fresh, Fresh Interior

# Air Bag, ABS, DISK BREAK

# Tilt Power Steering,

# Power Windows

# Central , UVS & Tempered Glass.

# All Power & Full Option.

# All Papers up-to date.

# No Any Accident history .

MOHAMMADPURPosted 3 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-allion-dhaka-dhaka-5623","BDT 1,970,000","July 24","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage67,543 km","Year2012","ColorWhite","Body TypeSedan","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionUsed","Toyota Allion","Dhaka"
"1667575582-4824","https://www.garirbazar.com/buy-cars","102017 BMW 5–SeriesDhakaPriceBDT 9,000,000Mileage22,000 kmN/A (Petrol)Automatic2017 BMW 520i (G30)
M Spec
2018 Registration
Mileage: 22,000km+
BMW Executive Motors extended warranty available
Sunroof
Tan Interior
High Spec Fully loaded
Interior Ambient Lighting
Excellent Fuel Economy
Dual Zone Climate Control
Comfort Access Keyless EntryPosted 3 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-bmw-5-series-dhaka-dhaka-5624","BDT 9,000,000","July 24","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage22,000 km","Year2017","ColorWhite","Body TypeSedan","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionUsed","BMW 5–Series","Dhaka"
